
======================================================================
SECTION A: Macro sweep — 150+ semiprimes
======================================================================
     k   dominant_f    R_dom     R(p)     R(q)    defect
     1            2   1.0000   1.0000   1.0000    0.0000
     2           19   0.9729   0.8117   0.9206    0.2500
     3           19   0.9291   0.5610   0.7995    0.4444
     4           19   0.8703   0.3156   0.6515    0.5000
     5           19   0.7992   0.1299   0.4937    0.6000
     6           19   0.7186   0.0278   0.3429    0.6111
     7           19   0.6318   0.0000   0.2127    0.6735
     8           19   0.5420   0.0156   0.1124    0.6875
     9           19   0.4526   0.0401   0.0455    0.7037
    10           19   0.3666   0.0505   0.0100    0.7000
    11           19   0.2867   0.0417   0.0000    0.7190
    12           19   0.2150   0.0225   0.0069    0.7083
    13           19   0.1531   0.0059   0.0218    0.7041
    14           19   0.1019   0.0000   0.0367    0.6939

  b=143 (p=11, q=13)  k=1..16  freqs=[2, 3, 5, 7, 11, 13, 17, 19]
     k   dominant_f    R_dom     R(p)     R(q)    defect
     1            2   1.0000   1.0000   1.0000    0.0000
     2           19   0.9729   0.9206   0.9427    0.2500
     3           19   0.9291   0.7995   0.8531    0.4444
     4           19   0.8703   0.6515   0.7391    0.5000
     5           19   0.7992   0.4937   0.6106    0.6000
     6           19   0.7186   0.3429   0.4780    0.6111
     7           19   0.6318   0.2127   0.3512    0.6735
     8           19   0.5420   0.1124   0.2385    0.6875
     9           19   0.4526   0.0455   0.1460    0.7160
    10           19   0.3666   0.0100   0.0768    0.7300
    11           19   0.2867   0.0000   0.0312    0.7603
    12           19   0.2150   0.0069   0.0069    0.7500
    13           19   0.1531   0.0218   0.0000    0.7633
    14           19   0.1019   0.0367   0.0051    0.7653
    15           19   0.0619   0.0463   0.0168    0.7689
    16           11   0.0482   0.0482   0.0300    0.7695

  b=323 (p=17, q=19)  k=1..22  freqs=[2, 3, 5, 7, 11, 13, 17, 19, 23]
     k   dominant_f    R_dom     R(p)     R(q)    defect
     1            2   1.0000   1.0000   1.0000    0.0000
     2           23   0.9815   0.9662   0.9729    0.2500
     3           23   0.9512   0.9120   0.9291    0.4444
     4           23   0.9100   0.8401   0.8703    0.5000
     5           23   0.8592   0.7545   0.7992    0.6000
     6           23   0.8002   0.6592   0.7186    0.6111
     7           23   0.7346   0.5592   0.6318    0.6735
     8           23   0.6643   0.4588   0.5420    0.6875
     9           23   0.5912   0.3625   0.4526    0.7160
    10           23   0.5170   0.2740   0.3666    0.7300
    11           23   0.4437   0.1961   0.2867    0.7603
    12           23   0.3728   0.1310   0.2150    0.7569
    13           23   0.3059   0.0795   0.1531    0.7811
    14           23   0.2443   0.0419   0.1019    0.7908
    15           23   0.1890   0.0172   0.0619    0.8000
    16           23   0.1406   0.0039   0.0327    0.8047
    17           23   0.0997   0.0000   0.0135    0.8201
    18           23   0.0663   0.0031   0.0031    0.8179
    19           13   0.0477   0.0107   0.0000    0.8255
    20           13   0.0430   0.0205   0.0025    0.8225
    21           13   0.0346   0.0305   0.0088    0.8254
    22           17   0.0390   0.0390   0.0173    0.8285

  b=667 (p=23, q=29)  k=1..32  freqs=[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]
     k   dominant_f    R_dom     R(p)     R(q)    defect
     1            2   1.0000   1.0000   1.0000    0.0000
     2           37   0.9928   0.9815   0.9883    0.2500
     3           37   0.9809   0.9512   0.9691    0.4444
     4           37   0.9645   0.9100   0.9426    0.5000
     5           37   0.9436   0.8592   0.9095    0.6000
     6           37   0.9186   0.8002   0.8703    0.6111
     7           37   0.8898   0.7346   0.8257    0.6735
     8           37   0.8574   0.6643   0.7764    0.6875
     9           37   0.8219   0.5912   0.7235    0.7160
    10           37   0.7835   0.5170   0.6678    0.7300
    11           37   0.7428   0.4437   0.6101    0.7603
    12           37   0.7001   0.3728   0.5515    0.7569
    13           37   0.6560   0.3059   0.4929    0.7811
    14           37   0.6108   0.2443   0.4352    0.7908
    15           37   0.5650   0.1890   0.3791    0.8000
    16           37   0.5190   0.1406   0.3254    0.8047
    17           37   0.4734   0.0997   0.2748    0.8201
    18           37   0.4284   0.0663   0.2279    0.8210
    19           37   0.3845   0.0403   0.1850    0.8338
    20           37   0.3420   0.0214   0.1465    0.8350
    21           37   0.3013   0.0089   0.1127    0.8413
    22           37   0.2626   0.0021   0.0836    0.8471
    23           37   0.2263   0.0000   0.0592    0.8563
    24           37   0.1925   0.0017   0.0395    0.8542
    25           37   0.1613   0.0063   0.0241    0.8608
    26           37   0.1330   0.0127   0.0129    0.8639
